kedeputian;direktorat;detail;belanja;anggaran
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja Bahan;Belanja Bahan;844690000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja Barang Non Operasional Lainnya;Belanja Barang;1178673000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;812945000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja Barang untuk Bantuan Lainnya yang Memiliki Karakteristik Bantuan Pemerintah;Belanja Barang;11000000000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja Jasa Konsultan;Belanja Jasa;45000000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja Jasa Profesi;Belanja Jasa;317900000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja Modal Peralatan dan Mesin;Belanja Modal;465000000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;14582000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja perjalanan biasa;Belanja Perjalanan;2992500000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja perjalanan biasa - luar negeri;Belanja Perjalanan;100000000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;242040000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;37500000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;2442530000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Belanja Sewa;Belanja Barang;518400000
Badan Ketahanan Pangan;Pusat Distribusi dan Cadangan Pangan;Honor Output Kegiatan;Belanja Pegawai;2692840000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja Bahan;Belanja Bahan;1002684000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja Barang Non Operasional Lainnya;Belanja Barang;1072500000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;244950000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja Biaya Pemeliharaan Peralatan dan Mesin;Belanja Jasa;6000000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja Jasa Konsultan;Belanja Jasa;7660000000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja Jasa Lainnya;Belanja Jasa;248000000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja Jasa Profesi;Belanja Jasa;910100000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja Modal Peralatan dan Mesin;Belanja Modal;165500000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;3000000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja perjalanan biasa;Belanja Perjalanan;3978000000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja perjalanan biasa - luar negeri;Belanja Perjalanan;300000000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;104730000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;453250000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;3875350000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja perjalanan lainnya - luar negeri;Belanja Perjalanan;143300000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Belanja Sewa;Belanja Barang;60000000
Badan Ketahanan Pangan;Pusat Ketersediaan dan Kerawanan Pangan;Honor Output Kegiatan;Belanja Pegawai;818920000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja Bahan;Belanja Bahan;503212000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja Barang Non Operasional Lainnya;Belanja Barang;3272650000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;310300000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja Jasa Konsultan;Belanja Jasa;100000000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja Jasa Profesi;Belanja Jasa;308800000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja Modal Peralatan dan Mesin;Belanja Modal;90000000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;9820000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja perjalanan biasa;Belanja Perjalanan;2968500000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja perjalanan biasa - luar negeri;Belanja Perjalanan;250000000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;99780000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;9000000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;2055600000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Belanja Sewa;Belanja Barang;308000000
Badan Ketahanan Pangan;Pusat Penganekaragaman Konsumsi dan Keamanan Pangan;Honor Output Kegiatan;Belanja Pegawai;114338000
Badan Ketahanan Pangan;Sek. BKP;Belanja Bahan;Belanja Bahan;2164550000
Badan Ketahanan Pangan;Sek. BKP;Belanja Barang Non Operasional Lainnya;Belanja Barang;2964100000
Badan Ketahanan Pangan;Sek. BKP;Belanja Barang Operasional Lainnya;Belanja Barang;33500000
Badan Ketahanan Pangan;Sek. BKP;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;873431000
Badan Ketahanan Pangan;Sek. BKP;Belanja Biaya Pemeliharaan Gedung dan Bangunan Lainnya;Belanja Modal;402869000
Badan Ketahanan Pangan;Sek. BKP;Belanja Biaya Pemeliharaan Peralatan dan Mesin;Belanja Modal;2633580000
Badan Ketahanan Pangan;Sek. BKP;Belanja Gaji Pokok PNS;Belanja Pegawai;16282000000
Badan Ketahanan Pangan;Sek. BKP;Belanja Jasa Lainnya;Belanja Jasa;50000000
Badan Ketahanan Pangan;Sek. BKP;Belanja Jasa Profesi;Belanja Jasa;1228100000
Badan Ketahanan Pangan;Sek. BKP;Belanja Keperluan Perkantoran;Belanja Modal;1981280000
Badan Ketahanan Pangan;Sek. BKP;Belanja Langganan Telepon;Belanja Modal;156000000
Badan Ketahanan Pangan;Sek. BKP;Belanja Modal Gedung dan Bangunan;Belanja Modal;550000000
Badan Ketahanan Pangan;Sek. BKP;Belanja Modal Lainnya;Belanja Modal;318500000
Badan Ketahanan Pangan;Sek. BKP;Belanja Modal Peralatan dan Mesin;Belanja Modal;911000000
Badan Ketahanan Pangan;Sek. BKP;Belanja Pembulatan Gaji PNS;Belanja Pegawai;201000
Badan Ketahanan Pangan;Sek. BKP;Belanja Penambah Daya Tahan Tubuh;Belanja Modal;46000000
Badan Ketahanan Pangan;Sek. BKP;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;99540000
Badan Ketahanan Pangan;Sek. BKP;Belanja perjalanan biasa;Belanja Perjalanan;7408000000
Badan Ketahanan Pangan;Sek. BKP;Belanja perjalanan biasa - luar negeri;Belanja Perjalanan;1100000000
Badan Ketahanan Pangan;Sek. BKP;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;313240000
Badan Ketahanan Pangan;Sek. BKP;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;651510000
Badan Ketahanan Pangan;Sek. BKP;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;9265900000
Badan Ketahanan Pangan;Sek. BKP;Belanja Sewa;Belanja Barang;320560000
Badan Ketahanan Pangan;Sek. BKP;Belanja Tunj. Anak PNS;Belanja Pegawai;275289000
Badan Ketahanan Pangan;Sek. BKP;Belanja Tunj. Beras PNS;Belanja Pegawai;899565000
Badan Ketahanan Pangan;Sek. BKP;Belanja Tunj. Fungsional PNS;Belanja Pegawai;712026000
Badan Ketahanan Pangan;Sek. BKP;Belanja Tunj. PPh PNS;Belanja Pegawai;89524000
Badan Ketahanan Pangan;Sek. BKP;Belanja Tunj. Struktural PNS;Belanja Pegawai;689871000
Badan Ketahanan Pangan;Sek. BKP;Belanja Tunj. Suami/Istri PNS;Belanja Pegawai;1064562000
Badan Ketahanan Pangan;Sek. BKP;Belanja Tunjangan Umum PNS;Belanja Pegawai;572549000
Badan Ketahanan Pangan;Sek. BKP;Belanja uang lembur;Belanja Pegawai;215040000
Badan Ketahanan Pangan;Sek. BKP;Belanja Uang Makan PNS;Belanja Pegawai;2895223000
Badan Ketahanan Pangan;Sek. BKP;Honor Operasional Satuan Kerja;Belanja Pegawai;591840000
Badan Ketahanan Pangan;Sek. BKP;Honor Output Kegiatan;Belanja Pegawai;810350000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja Bahan;Belanja Bahan;1010547000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja Barang Non Operasional Lainnya;Belanja Barang;509000000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;144000000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja Jasa Konsultan;Belanja Jasa;35000000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja Jasa Profesi;Belanja Jasa;401880000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja Modal Peralatan dan Mesin;Belanja Modal;80277000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;26265000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja perjalanan biasa;Belanja Perjalanan;4322640000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;40600000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;54400000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;7481612000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja perjalanan lainnya - luar negeri;Belanja Perjalanan;1042248000
BPPSDMP;Pusat Pelatihan Pertanian;Belanja Sewa;Belanja Barang;15000000
BPPSDMP;Pusat Pelatihan Pertanian;Honor Output Kegiatan;Belanja Pegawai;48800000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja Bahan;Belanja Bahan;1164679000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja Barang Non Operasional Lainnya;Belanja Barang;7320456000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;20000000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja Jasa Konsultan;Belanja Jasa;100000000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja Jasa Lainnya;Belanja Jasa;450000000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja Jasa Profesi;Belanja Jasa;862100000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;277400000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja perjalanan biasa;Belanja Perjalanan;8084230000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja perjalanan biasa - luar negeri;Belanja Perjalanan;450000000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;62800000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;96800000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;3874800000
BPPSDMP;Pusat Penyuluhan Pertanian;Belanja Sewa;Belanja Barang;120600000
BPPSDMP;Pusat Penyuluhan Pertanian;Honor Output Kegiatan;Belanja Pegawai;111950000
BPPSDMP;Sek BPPSDMP;Belanja Bahan;Belanja Bahan;7485420000
BPPSDMP;Sek BPPSDMP;Belanja Barang Non Operasional Lainnya;Belanja Barang;40257730000
BPPSDMP;Sek BPPSDMP;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;915552000
BPPSDMP;Sek BPPSDMP;Belanja Barang Persediaan Pemeliharaan Gedung dan Bangunan;Belanja Barang;30540000
BPPSDMP;Sek BPPSDMP;Belanja Barang Persediaan Pemeliharaan Peralatan dan Mesin;Belanja Barang;621580000
BPPSDMP;Sek BPPSDMP;Belanja Biaya Pemeliharaan Gedung dan Bangunan;Belanja Modal;668640000
BPPSDMP;Sek BPPSDMP;Belanja Biaya Pemeliharaan Peralatan dan Mesin;Belanja Modal;1230649000
BPPSDMP;Sek BPPSDMP;Belanja Gaji Pokok PNS;Belanja Pegawai;17537559000
BPPSDMP;Sek BPPSDMP;Belanja Jasa Konsultan;Belanja Jasa;49000000
BPPSDMP;Sek BPPSDMP;Belanja Jasa Lainnya;Belanja Jasa;190000000
BPPSDMP;Sek BPPSDMP;Belanja Jasa Profesi;Belanja Jasa;4382500000
BPPSDMP;Sek BPPSDMP;Belanja Keperluan Perkantoran;Belanja Modal;1249425000
BPPSDMP;Sek BPPSDMP;Belanja Langganan Listrik;Belanja Modal;18000000
BPPSDMP;Sek BPPSDMP;Belanja Langganan Telepon;Belanja Modal;144480000
BPPSDMP;Sek BPPSDMP;Belanja Modal Gedung dan Bangunan;Belanja Modal;150595000
BPPSDMP;Sek BPPSDMP;Belanja Modal Lainnya;Belanja Modal;30000000
BPPSDMP;Sek BPPSDMP;Belanja Modal Peralatan dan Mesin;Belanja Modal;1957909000
BPPSDMP;Sek BPPSDMP;Belanja Pembulatan Gaji PNS;Belanja Pegawai;204000
BPPSDMP;Sek BPPSDMP;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;276700000
BPPSDMP;Sek BPPSDMP;Belanja Peralatan dan Mesin untuk diserahkan kepada masyarakat/Pemda;Belanja Modal;7868720000
BPPSDMP;Sek BPPSDMP;Belanja perjalanan biasa;Belanja Perjalanan;19630822000
BPPSDMP;Sek BPPSDMP;Belanja perjalanan biasa - luar negeri;Belanja Perjalanan;940000000
BPPSDMP;Sek BPPSDMP;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;403060000
BPPSDMP;Sek BPPSDMP;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;885400000
BPPSDMP;Sek BPPSDMP;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;21660756000
BPPSDMP;Sek BPPSDMP;Belanja perjalanan lainnya - luar negeri;Belanja Perjalanan;1030000000
BPPSDMP;Sek BPPSDMP;Belanja Sewa;Belanja Barang;991021000
BPPSDMP;Sek BPPSDMP;Belanja Tunj. Anak PNS;Belanja Pegawai;337269000
BPPSDMP;Sek BPPSDMP;Belanja Tunj. Beras PNS;Belanja Pegawai;851442000
BPPSDMP;Sek BPPSDMP;Belanja Tunj. Fungsional PNS;Belanja Pegawai;395540000
BPPSDMP;Sek BPPSDMP;Belanja Tunj. PPh PNS;Belanja Pegawai;277374000
BPPSDMP;Sek BPPSDMP;Belanja Tunj. Struktural PNS;Belanja Pegawai;641350000
BPPSDMP;Sek BPPSDMP;Belanja Tunj. Suami/Istri PNS;Belanja Pegawai;1164411000
BPPSDMP;Sek BPPSDMP;Belanja Tunjangan Umum PNS;Belanja Pegawai;630700000
BPPSDMP;Sek BPPSDMP;Belanja Uang Makan PNS;Belanja Pegawai;1222504000
BPPSDMP;Sek BPPSDMP;Honor Operasional Satuan Kerja;Belanja Pegawai;308040000
BPPSDMP;Sek BPPSDMP;Honor Output Kegiatan;Belanja Pegawai;2184710000
Ditjen Hortikultura;Direktorat Buah dan Florikultura;Belanja Bahan;Belanja Bahan;94671000
Ditjen Hortikultura;Direktorat Buah dan Florikultura;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;72400000
Ditjen Hortikultura;Direktorat Buah dan Florikultura;Belanja Jasa Lainnya;Belanja Jasa;85000000
Ditjen Hortikultura;Direktorat Buah dan Florikultura;Belanja Jasa Profesi;Belanja Jasa;67200000
Ditjen Hortikultura;Direktorat Buah dan Florikultura;Belanja perjalanan biasa;Belanja Perjalanan;2527908000
Ditjen Hortikultura;Direktorat Buah dan Florikultura;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;17080000
Ditjen Hortikultura;Direktorat Buah dan Florikultura;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;221944000
Ditjen Hortikultura;Direktorat Buah dan Florikultura;Belanja Sewa;Belanja Barang;11178000
Ditjen Hortikultura;Direktorat Pengolahan dan Pemasaran Hasil Hortikultura;Belanja Bahan;Belanja Bahan;184906000
Ditjen Hortikultura;Direktorat Pengolahan dan Pemasaran Hasil Hortikultura;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;64270000
Ditjen Hortikultura;Direktorat Pengolahan dan Pemasaran Hasil Hortikultura;Belanja Jasa Lainnya;Belanja Jasa;17000000
Ditjen Hortikultura;Direktorat Pengolahan dan Pemasaran Hasil Hortikultura;Belanja Jasa Profesi;Belanja Jasa;165400000
Ditjen Hortikultura;Direktorat Pengolahan dan Pemasaran Hasil Hortikultura;Belanja perjalanan biasa;Belanja Perjalanan;1123017000
Ditjen Hortikultura;Direktorat Pengolahan dan Pemasaran Hasil Hortikultura;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;101990000
Ditjen Hortikultura;Direktorat Pengolahan dan Pemasaran Hasil Hortikultura;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;694242000
Ditjen Hortikultura;Direktorat Pengolahan dan Pemasaran Hasil Hortikultura;Belanja Sewa;Belanja Barang;13600000
Ditjen Hortikultura;Direktorat Pengolahan dan Pemasaran Hasil Hortikultura;Honor Output Kegiatan;Belanja Pegawai;30200000
Ditjen Hortikultura;Direktorat Perbenihan Hortikultura;Belanja Bahan;Belanja Bahan;113100000
Ditjen Hortikultura;Direktorat Perbenihan Hortikultura;Belanja Barang Fisik Lainnya untuk diserahkan kepada masyarakat/Pemda;Belanja Barang;29036000000
Ditjen Hortikultura;Direktorat Perbenihan Hortikultura;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;254731000
Ditjen Hortikultura;Direktorat Perbenihan Hortikultura;Belanja Jasa Profesi;Belanja Jasa;215200000
Ditjen Hortikultura;Direktorat Perbenihan Hortikultura;Belanja perjalanan biasa;Belanja Perjalanan;1832500000
Ditjen Hortikultura;Direktorat Perbenihan Hortikultura;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;945750000
Ditjen Hortikultura;Direktorat Perbenihan Hortikultura;Belanja Sewa;Belanja Barang;66000000
Ditjen Hortikultura;Direktorat Perbenihan Hortikultura;Honor Output Kegiatan;Belanja Pegawai;120000000
Ditjen Hortikultura;Direktorat Perlindungan Hortikultura;Belanja Bahan;Belanja Bahan;1093543000
Ditjen Hortikultura;Direktorat Perlindungan Hortikultura;Belanja Barang Non Operasional Lainnya;Belanja Barang;392917000
Ditjen Hortikultura;Direktorat Perlindungan Hortikultura;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;332750000
Ditjen Hortikultura;Direktorat Perlindungan Hortikultura;Belanja Jasa Profesi;Belanja Jasa;251000000
Ditjen Hortikultura;Direktorat Perlindungan Hortikultura;Belanja Keperluan Perkantoran;Belanja Barang;112194000
Ditjen Hortikultura;Direktorat Perlindungan Hortikultura;Belanja perjalanan biasa;Belanja Perjalanan;4898519000
Ditjen Hortikultura;Direktorat Perlindungan Hortikultura;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;12600000
Ditjen Hortikultura;Direktorat Perlindungan Hortikultura;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;82880000
Ditjen Hortikultura;Direktorat Perlindungan Hortikultura;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;1450232000
Ditjen Hortikultura;Direktorat Perlindungan Hortikultura;Belanja Sewa;Belanja Barang;39015000
Ditjen Hortikultura;Direktorat Perlindungan Hortikultura;Honor Output Kegiatan;Belanja Pegawai;34350000
Ditjen Hortikultura;Direktorat Sayuran dan Tanaman Obat;Belanja Bahan;Belanja Bahan;337077000
Ditjen Hortikultura;Direktorat Sayuran dan Tanaman Obat;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;155750000
Ditjen Hortikultura;Direktorat Sayuran dan Tanaman Obat;Belanja Jasa Lainnya;Belanja Jasa;100000000
Ditjen Hortikultura;Direktorat Sayuran dan Tanaman Obat;Belanja Jasa Profesi;Belanja Jasa;179500000
