kedeputian;direktorat;detail;belanja;anggaran
Ditjen Hortikultura;Direktorat Sayuran dan Tanaman Obat;Belanja perjalanan biasa;Belanja Perjalanan;5444701000
Ditjen Hortikultura;Direktorat Sayuran dan Tanaman Obat;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;24640000
Ditjen Hortikultura;Direktorat Sayuran dan Tanaman Obat;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;1958239000
Ditjen Hortikultura;Direktorat Sayuran dan Tanaman Obat;Belanja Sewa;Belanja Barang;99295000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Bahan;Belanja Bahan;968824000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Bahan Bakar Minyak dan Pelumas (BMP) dan Pelumas Khusus Non Pertamina;Belanja Barang;1019500000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Barang Operasional Lainnya;Belanja Barang;234990000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;1797180000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Biaya Pemeliharaan Gedung dan Bangunan;Belanja Modal;1654000000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Biaya Pemeliharaan Lainnya;Belanja Modal;80000000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Biaya Pemeliharaan Peralatan dan Mesin;Belanja Modal;1152000000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Gaji Pokok PNS;Belanja Pegawai;17601414000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Jasa Lainnya;Belanja Jasa;511589000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Jasa Profesi;Belanja Jasa;2024519000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Keperluan Perkantoran;Belanja Barang;6429566000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Langganan Listrik;Belanja Barang;1200000000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Langganan Telepon;Belanja Barang;340000000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Modal Gedung dan Bangunan;Belanja Modal;2500000000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Modal Peralatan dan Mesin;Belanja Modal;1100660000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Pegawai Transito;Belanja Pegawai;1451245000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Pembulatan Gaji PNS;Belanja Pegawai;401000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;159500000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja perjalanan biasa;Belanja Perjalanan;15023392000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;182100000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;474190000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;8075031000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja perjalanan lainnya - luar negeri;Belanja Perjalanan;300000000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Sewa;Belanja Barang;346220000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Tunj. Anak PNS;Belanja Pegawai;385000000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Tunj. Beras PNS;Belanja Pegawai;1543730000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Tunj. Fungsional PNS;Belanja Pegawai;887812000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Tunj. Lain lain termasuk uang duka PNS Dalam dan Luar Negeri;Belanja Pegawai;100000000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Tunj. PPh PNS;Belanja Pegawai;303914000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Tunj. Struktural PNS;Belanja Pegawai;1170000000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Tunj. Suami/Istri PNS;Belanja Pegawai;1465556000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Tunjangan Umum PNS;Belanja Pegawai;961973000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Belanja Uang Makan PNS;Belanja Pegawai;3112560000
Ditjen Hortikultura;Sek. Ditjen Hortikultura;Honor Output Kegiatan;Belanja Pegawai;1711750000
Inspektorat Jenderal;Inspektorat I;Belanja Bahan;Belanja Bahan;159420000
Inspektorat Jenderal;Inspektorat I;Belanja Jasa Profesi;Belanja Jasa;149600000
Inspektorat Jenderal;Inspektorat I;Belanja perjalanan biasa;Belanja Perjalanan;9728560000
Inspektorat Jenderal;Inspektorat I;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;195450000
Inspektorat Jenderal;Inspektorat I;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;674970000
Inspektorat Jenderal;Inspektorat I;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;473100000
Inspektorat Jenderal;Inspektorat I;Belanja Sewa;Belanja Barang;54000000
Inspektorat Jenderal;Inspektorat II;Belanja Bahan;Belanja Bahan;126400000
Inspektorat Jenderal;Inspektorat II;Belanja Jasa Profesi;Belanja Jasa;93500000
Inspektorat Jenderal;Inspektorat II;Belanja perjalanan biasa;Belanja Perjalanan;9737385000
Inspektorat Jenderal;Inspektorat II;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;170250000
Inspektorat Jenderal;Inspektorat II;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;716065000
Inspektorat Jenderal;Inspektorat II;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;74700000
Inspektorat Jenderal;Inspektorat II;Belanja Sewa;Belanja Barang;54000000
Inspektorat Jenderal;Inspektorat III;Belanja Bahan;Belanja Bahan;158520000
Inspektorat Jenderal;Inspektorat III;Belanja Jasa Profesi;Belanja Jasa;77600000
Inspektorat Jenderal;Inspektorat III;Belanja perjalanan biasa;Belanja Perjalanan;8658600000
Inspektorat Jenderal;Inspektorat III;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;159750000
Inspektorat Jenderal;Inspektorat III;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;688730000
Inspektorat Jenderal;Inspektorat III;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;398400000
Inspektorat Jenderal;Inspektorat III;Belanja Sewa;Belanja Barang;54000000
Inspektorat Jenderal;Inspektorat Investigasi;Belanja Bahan;Belanja Bahan;120450000
Inspektorat Jenderal;Inspektorat Investigasi;Belanja Barang Non Operasional Lainnya;Belanja Barang;470629000
Inspektorat Jenderal;Inspektorat Investigasi;Belanja Jasa Profesi;Belanja Jasa;167000000
Inspektorat Jenderal;Inspektorat Investigasi;Belanja perjalanan biasa;Belanja Perjalanan;8106036000
Inspektorat Jenderal;Inspektorat Investigasi;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;175200000
Inspektorat Jenderal;Inspektorat Investigasi;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;80885000
Inspektorat Jenderal;Inspektorat Investigasi;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;1604700000
Inspektorat Jenderal;Inspektorat Investigasi;Belanja Sewa;Belanja Barang;282900000
Inspektorat Jenderal;Inspektorat Investigasi;Honor Output Kegiatan;Belanja Pegawai;37000000
Inspektorat Jenderal;Inspektorat IV;Belanja Bahan;Belanja Bahan;140520000
Inspektorat Jenderal;Inspektorat IV;Belanja Jasa Profesi;Belanja Jasa;77600000
Inspektorat Jenderal;Inspektorat IV;Belanja perjalanan biasa;Belanja Perjalanan;8802950000
Inspektorat Jenderal;Inspektorat IV;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;73200000
Inspektorat Jenderal;Inspektorat IV;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;688730000
Inspektorat Jenderal;Inspektorat IV;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;298800000
Inspektorat Jenderal;Inspektorat IV;Belanja Sewa;Belanja Barang;54000000
Inspektorat Jenderal;Sek Itjen;Belanja Bahan;Belanja Bahan;903056000
Inspektorat Jenderal;Sek Itjen;Belanja Barang Non Operasional Lainnya;Belanja Barang;723775000
Inspektorat Jenderal;Sek Itjen;Belanja Barang Operasional Lainnya;Belanja Barang;6250000
Inspektorat Jenderal;Sek Itjen;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;1123696000
Inspektorat Jenderal;Sek Itjen;Belanja Biaya Pemeliharaan Gedung dan Bangunan;Belanja Modal;250241000
Inspektorat Jenderal;Sek Itjen;Belanja Biaya Pemeliharaan Peralatan dan Mesin;Belanja Modal;1724350000
Inspektorat Jenderal;Sek Itjen;Belanja Biaya Pemeliharaan Peralatan dan Mesin Lainnya;Belanja Modal;48250000
Inspektorat Jenderal;Sek Itjen;Belanja Gaji Pokok Pegawai Non PNS;Belanja Pegawai;523562000
Inspektorat Jenderal;Sek Itjen;Belanja Gaji Pokok PNS;Belanja Pegawai;15595285000
Inspektorat Jenderal;Sek Itjen;Belanja Jasa Profesi;Belanja Jasa;284300000
Inspektorat Jenderal;Sek Itjen;Belanja Keperluan Perkantoran;Belanja Barang;513162000
Inspektorat Jenderal;Sek Itjen;Belanja Langganan Telepon;Belanja Barang;126000000
Inspektorat Jenderal;Sek Itjen;Belanja Modal Lainnya;Belanja Modal;1298000000
Inspektorat Jenderal;Sek Itjen;Belanja Modal Peralatan dan Mesin;Belanja Modal;1056576000
Inspektorat Jenderal;Sek Itjen;Belanja Modal Upah Tenaga Kerja dan Honor Pengelola Teknis  Peralatan dan Mesin;Belanja Modal;7810000
Inspektorat Jenderal;Sek Itjen;Belanja Modal Upah Tenaga Kerja dan Honor Pengelola Teknis Gedung dan Bangunan;Belanja Modal;2100000
Inspektorat Jenderal;Sek Itjen;Belanja Pembulatan Gaji PNS;Belanja Pegawai;210000
Inspektorat Jenderal;Sek Itjen;Belanja Penambahan Nilai Gedung dan Bangunan;Belanja Modal;486404000
Inspektorat Jenderal;Sek Itjen;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;94080000
Inspektorat Jenderal;Sek Itjen;Belanja perjalanan biasa;Belanja Perjalanan;5403235000
Inspektorat Jenderal;Sek Itjen;Belanja perjalanan biasa - luar negeri;Belanja Perjalanan;375000000
Inspektorat Jenderal;Sek Itjen;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;106800000
Inspektorat Jenderal;Sek Itjen;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;2659535000
Inspektorat Jenderal;Sek Itjen;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;1722660000
Inspektorat Jenderal;Sek Itjen;Belanja Sewa;Belanja Barang;169250000
Inspektorat Jenderal;Sek Itjen;Belanja Tunj. Anak PNS;Belanja Pegawai;332982000
Inspektorat Jenderal;Sek Itjen;Belanja Tunj. Beras PNS;Belanja Pegawai;773960000
Inspektorat Jenderal;Sek Itjen;Belanja Tunj. Fungsional PNS;Belanja Pegawai;1695330000
Inspektorat Jenderal;Sek Itjen;Belanja Tunj. PPh PNS;Belanja Pegawai;234992000
Inspektorat Jenderal;Sek Itjen;Belanja Tunj. Struktural PNS;Belanja Pegawai;518840000
Inspektorat Jenderal;Sek Itjen;Belanja Tunj. Suami/Istri PNS;Belanja Pegawai;1093854000
Inspektorat Jenderal;Sek Itjen;Belanja Tunjangan Umum PNS;Belanja Pegawai;304570000
Inspektorat Jenderal;Sek Itjen;Belanja uang lembur;Belanja Pegawai;139392000
Inspektorat Jenderal;Sek Itjen;Belanja Uang Makan PNS;Belanja Pegawai;2514023000
Inspektorat Jenderal;Sek Itjen;Honor Operasional Satuan Kerja;Belanja Pegawai;476520000
Inspektorat Jenderal;Sek Itjen;Honor Output Kegiatan;Belanja Pegawai;62350000
Ditjen Perkebunan;Direktorat Pengolahan dan Pemasaran Hasil Perkebunan;Belanja Bahan;Belanja Bahan;511967000
Ditjen Perkebunan;Direktorat Pengolahan dan Pemasaran Hasil Perkebunan;Belanja Barang Non Operasional Lainnya;Belanja Barang;3187597000
Ditjen Perkebunan;Direktorat Pengolahan dan Pemasaran Hasil Perkebunan;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;100270000
Ditjen Perkebunan;Direktorat Pengolahan dan Pemasaran Hasil Perkebunan;Belanja Jasa Lainnya;Belanja Jasa;233000000
Ditjen Perkebunan;Direktorat Pengolahan dan Pemasaran Hasil Perkebunan;Belanja Jasa Profesi;Belanja Jasa;352700000
Ditjen Perkebunan;Direktorat Pengolahan dan Pemasaran Hasil Perkebunan;Belanja Keperluan Perkantoran;Belanja Barang;34000000
Ditjen Perkebunan;Direktorat Pengolahan dan Pemasaran Hasil Perkebunan;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;13421000
Ditjen Perkebunan;Direktorat Pengolahan dan Pemasaran Hasil Perkebunan;Belanja perjalanan biasa;Belanja Perjalanan;3872700000
Ditjen Perkebunan;Direktorat Pengolahan dan Pemasaran Hasil Perkebunan;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;88500000
Ditjen Perkebunan;Direktorat Pengolahan dan Pemasaran Hasil Perkebunan;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;1887550000
Ditjen Perkebunan;Direktorat Pengolahan dan Pemasaran Hasil Perkebunan;Belanja Sewa;Belanja Barang;9200000
Ditjen Perkebunan;Direktorat Pengolahan dan Pemasaran Hasil Perkebunan;Honor Output Kegiatan;Belanja Pegawai;83650000
Ditjen Perkebunan;Direktorat Perbenihan Tanaman Perkebunan;Belanja Bahan;Belanja Bahan;868335000
Ditjen Perkebunan;Direktorat Perbenihan Tanaman Perkebunan;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;211000000
Ditjen Perkebunan;Direktorat Perbenihan Tanaman Perkebunan;Belanja Jasa Lainnya;Belanja Jasa;475500000
Ditjen Perkebunan;Direktorat Perbenihan Tanaman Perkebunan;Belanja Jasa Profesi;Belanja Jasa;120400000
Ditjen Perkebunan;Direktorat Perbenihan Tanaman Perkebunan;Belanja Keperluan Perkantoran;Belanja Barang;72000000
Ditjen Perkebunan;Direktorat Perbenihan Tanaman Perkebunan;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;41500000
Ditjen Perkebunan;Direktorat Perbenihan Tanaman Perkebunan;Belanja perjalanan biasa;Belanja Perjalanan;4961720000
Ditjen Perkebunan;Direktorat Perbenihan Tanaman Perkebunan;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;59010000
Ditjen Perkebunan;Direktorat Perbenihan Tanaman Perkebunan;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;1549750000
Ditjen Perkebunan;Direktorat Perbenihan Tanaman Perkebunan;Belanja Sewa;Belanja Barang;45000000
Ditjen Perkebunan;Direktorat Perbenihan Tanaman Perkebunan;Honor Output Kegiatan;Belanja Pegawai;99300000
Ditjen Perkebunan;Direktorat Perlindungan Perkebunan;Belanja Bahan;Belanja Bahan;966620000
Ditjen Perkebunan;Direktorat Perlindungan Perkebunan;Belanja Barang Fisik Lainnya untuk diserahkan kepada masyarakat/Pemda;Belanja Barang;1000000000
Ditjen Perkebunan;Direktorat Perlindungan Perkebunan;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;240000000
Ditjen Perkebunan;Direktorat Perlindungan Perkebunan;Belanja Jasa Lainnya;Belanja Jasa;1604000000
Ditjen Perkebunan;Direktorat Perlindungan Perkebunan;Belanja Jasa Profesi;Belanja Jasa;367900000
Ditjen Perkebunan;Direktorat Perlindungan Perkebunan;Belanja Keperluan Perkantoran;Belanja Barang;59000000
Ditjen Perkebunan;Direktorat Perlindungan Perkebunan;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;70000000
Ditjen Perkebunan;Direktorat Perlindungan Perkebunan;Belanja perjalanan biasa;Belanja Perjalanan;6194020000
Ditjen Perkebunan;Direktorat Perlindungan Perkebunan;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;99000000
Ditjen Perkebunan;Direktorat Perlindungan Perkebunan;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;1949900000
Ditjen Perkebunan;Direktorat Perlindungan Perkebunan;Belanja Sewa;Belanja Barang;38000000
Ditjen Perkebunan;Direktorat Perlindungan Perkebunan;Honor Output Kegiatan;Belanja Pegawai;122100000
Ditjen Perkebunan;Direktorat Tanaman Semusim dan Rempah;Belanja Bahan;Belanja Bahan;694020000
Ditjen Perkebunan;Direktorat Tanaman Semusim dan Rempah;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;186050000
Ditjen Perkebunan;Direktorat Tanaman Semusim dan Rempah;Belanja Jasa Lainnya;Belanja Jasa;40000000
Ditjen Perkebunan;Direktorat Tanaman Semusim dan Rempah;Belanja Jasa Profesi;Belanja Jasa;327900000
Ditjen Perkebunan;Direktorat Tanaman Semusim dan Rempah;Belanja Keperluan Perkantoran;Belanja Barang;46000000
Ditjen Perkebunan;Direktorat Tanaman Semusim dan Rempah;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;9000000
Ditjen Perkebunan;Direktorat Tanaman Semusim dan Rempah;Belanja perjalanan biasa;Belanja Perjalanan;4370000000
Ditjen Perkebunan;Direktorat Tanaman Semusim dan Rempah;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;79800000
Ditjen Perkebunan;Direktorat Tanaman Semusim dan Rempah;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;1267000000
Ditjen Perkebunan;Direktorat Tanaman Semusim dan Rempah;Honor Output Kegiatan;Belanja Pegawai;80200000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Belanja Bahan;Belanja Bahan;458120000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Belanja Barang Non Operasional Lainnya;Belanja Barang;550000000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;168000000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Belanja Jasa Lainnya;Belanja Jasa;315000000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Belanja Jasa Profesi;Belanja Jasa;628200000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Belanja Keperluan Perkantoran;Belanja Barang;57600000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Belanja pengiriman surat dinas pos pusat;Belanja Jasa;15548000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Belanja perjalanan biasa;Belanja Perjalanan;2974000000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Belanja Perjalanan Dinas Dalam Kota;Belanja Perjalanan;105000000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Belanja Perjalanan;13500000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Belanja Perjalanan Dinas Paket Meeting Luar Kota;Belanja Perjalanan;2195500000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Belanja Sewa;Belanja Barang;4000000
Ditjen Perkebunan;Direktorat Tanaman Tahunan dan Penyegar;Honor Output Kegiatan;Belanja Pegawai;78000000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Bahan;Belanja Bahan;3441132000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Barang Non Operasional Lainnya;Belanja Barang;25037639000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Barang Operasional Lainnya;Belanja Barang;574380000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Barang Persediaan Barang Konsumsi;Belanja Barang;881086000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Biaya Pemeliharaan Gedung dan Bangunan;Belanja Modal;456450000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Biaya Pemeliharaan Gedung dan Bangunan Lainnya;Belanja Modal;172880000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Biaya Pemeliharaan Peralatan dan Mesin;Belanja Modal;4267106000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Gaji Pokok PNS;Belanja Pegawai;20810684000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Jasa Lainnya;Belanja Jasa;406625000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Jasa Profesi;Belanja Jasa;1177400000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Keperluan Perkantoran;Belanja Barang;1059100000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Langganan Listrik;Belanja Barang;60000000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Langganan Telepon;Belanja Barang;372000000
Ditjen Perkebunan;Sek. Ditjen Perkebunan;Belanja Modal Lainnya;Belanja Modal;210000000
